@relation waveform-weka.filters.supervised.instance.Resample-B0.0-S1-Z100.0-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-precision6

@attribute x1 {'\'(-inf--2.598]\'','\'(-2.598--1.956]\'','\'(-1.956--1.314]\'','\'(-1.314--0.672]\'','\'(-0.672--0.03]\'','\'(-0.03-0.612]\'','\'(0.612-1.254]\'','\'(1.254-1.896]\'','\'(1.896-2.538]\'','\'(2.538-inf)\''}
@attribute x2 {'\'(-inf--2.428]\'','\'(-2.428--1.686]\'','\'(-1.686--0.944]\'','\'(-0.944--0.202]\'','\'(-0.202-0.54]\'','\'(0.54-1.282]\'','\'(1.282-2.024]\'','\'(2.024-2.766]\'','\'(2.766-3.508]\'','\'(3.508-inf)\''}
@attribute x3 {'\'(-inf--2.147]\'','\'(-2.147--1.384]\'','\'(-1.384--0.621]\'','\'(-0.621-0.142]\'','\'(0.142-0.905]\'','\'(0.905-1.668]\'','\'(1.668-2.431]\'','\'(2.431-3.194]\'','\'(3.194-3.957]\'','\'(3.957-inf)\''}
@attribute x4 {'\'(-inf--2.241]\'','\'(-2.241--1.382]\'','\'(-1.382--0.523]\'','\'(-0.523-0.336]\'','\'(0.336-1.195]\'','\'(1.195-2.054]\'','\'(2.054-2.913]\'','\'(2.913-3.772]\'','\'(3.772-4.631]\'','\'(4.631-inf)\''}
@attribute x5 {'\'(-inf--2.061]\'','\'(-2.061--1.092]\'','\'(-1.092--0.123]\'','\'(-0.123-0.846]\'','\'(0.846-1.815]\'','\'(1.815-2.784]\'','\'(2.784-3.753]\'','\'(3.753-4.722]\'','\'(4.722-5.691]\'','\'(5.691-inf)\''}
@attribute x6 {'\'(-inf--2.226]\'','\'(-2.226--1.212]\'','\'(-1.212--0.198]\'','\'(-0.198-0.816]\'','\'(0.816-1.83]\'','\'(1.83-2.844]\'','\'(2.844-3.858]\'','\'(3.858-4.872]\'','\'(4.872-5.886]\'','\'(5.886-inf)\''}
@attribute x7 {'\'(-inf--1.875]\'','\'(-1.875--0.78]\'','\'(-0.78-0.315]\'','\'(0.315-1.41]\'','\'(1.41-2.505]\'','\'(2.505-3.6]\'','\'(3.6-4.695]\'','\'(4.695-5.79]\'','\'(5.79-6.885]\'','\'(6.885-inf)\''}
@attribute x8 {'\'(-inf--1.548]\'','\'(-1.548--0.536]\'','\'(-0.536-0.476]\'','\'(0.476-1.488]\'','\'(1.488-2.5]\'','\'(2.5-3.512]\'','\'(3.512-4.524]\'','\'(4.524-5.536]\'','\'(5.536-6.548]\'','\'(6.548-inf)\''}
@attribute x9 {'\'(-inf--1.294]\'','\'(-1.294--0.368]\'','\'(-0.368-0.558]\'','\'(0.558-1.484]\'','\'(1.484-2.41]\'','\'(2.41-3.336]\'','\'(3.336-4.262]\'','\'(4.262-5.188]\'','\'(5.188-6.114]\'','\'(6.114-inf)\''}
@attribute x10 {'\'(-inf--0.762]\'','\'(-0.762-0.196]\'','\'(0.196-1.154]\'','\'(1.154-2.112]\'','\'(2.112-3.07]\'','\'(3.07-4.028]\'','\'(4.028-4.986]\'','\'(4.986-5.944]\'','\'(5.944-6.902]\'','\'(6.902-inf)\''}
@attribute x11 {'\'(-inf-0.066]\'','\'(0.066-0.972]\'','\'(0.972-1.878]\'','\'(1.878-2.784]\'','\'(2.784-3.69]\'','\'(3.69-4.596]\'','\'(4.596-5.502]\'','\'(5.502-6.408]\'','\'(6.408-7.314]\'','\'(7.314-inf)\''}
@attribute x12 {'\'(-inf--0.802]\'','\'(-0.802-0.156]\'','\'(0.156-1.114]\'','\'(1.114-2.072]\'','\'(2.072-3.03]\'','\'(3.03-3.988]\'','\'(3.988-4.946]\'','\'(4.946-5.904]\'','\'(5.904-6.862]\'','\'(6.862-inf)\''}
@attribute x13 {'\'(-inf--1.318]\'','\'(-1.318--0.426]\'','\'(-0.426-0.466]\'','\'(0.466-1.358]\'','\'(1.358-2.25]\'','\'(2.25-3.142]\'','\'(3.142-4.034]\'','\'(4.034-4.926]\'','\'(4.926-5.818]\'','\'(5.818-inf)\''}
@attribute x14 {'\'(-inf--1.584]\'','\'(-1.584--0.428]\'','\'(-0.428-0.728]\'','\'(0.728-1.884]\'','\'(1.884-3.04]\'','\'(3.04-4.196]\'','\'(4.196-5.352]\'','\'(5.352-6.508]\'','\'(6.508-7.664]\'','\'(7.664-inf)\''}
@attribute x15 {'\'(-inf--1.252]\'','\'(-1.252--0.144]\'','\'(-0.144-0.964]\'','\'(0.964-2.072]\'','\'(2.072-3.18]\'','\'(3.18-4.288]\'','\'(4.288-5.396]\'','\'(5.396-6.504]\'','\'(6.504-7.612]\'','\'(7.612-inf)\''}
@attribute x16 {'\'(-inf--1.772]\'','\'(-1.772--0.714]\'','\'(-0.714-0.344]\'','\'(0.344-1.402]\'','\'(1.402-2.46]\'','\'(2.46-3.518]\'','\'(3.518-4.576]\'','\'(4.576-5.634]\'','\'(5.634-6.692]\'','\'(6.692-inf)\''}
@attribute x17 {'\'(-inf--1.855]\'','\'(-1.855--0.91]\'','\'(-0.91-0.035]\'','\'(0.035-0.98]\'','\'(0.98-1.925]\'','\'(1.925-2.87]\'','\'(2.87-3.815]\'','\'(3.815-4.76]\'','\'(4.76-5.705]\'','\'(5.705-inf)\''}
@attribute x18 {'\'(-inf--2.742]\'','\'(-2.742--1.854]\'','\'(-1.854--0.966]\'','\'(-0.966--0.078]\'','\'(-0.078-0.81]\'','\'(0.81-1.698]\'','\'(1.698-2.586]\'','\'(2.586-3.474]\'','\'(3.474-4.362]\'','\'(4.362-inf)\''}
@attribute x19 {'\'(-inf--2.777]\'','\'(-2.777--1.934]\'','\'(-1.934--1.091]\'','\'(-1.091--0.248]\'','\'(-0.248-0.595]\'','\'(0.595-1.438]\'','\'(1.438-2.281]\'','\'(2.281-3.124]\'','\'(3.124-3.967]\'','\'(3.967-inf)\''}
@attribute x20 {'\'(-inf--2.337]\'','\'(-2.337--1.564]\'','\'(-1.564--0.791]\'','\'(-0.791--0.018]\'','\'(-0.018-0.755]\'','\'(0.755-1.528]\'','\'(1.528-2.301]\'','\'(2.301-3.074]\'','\'(3.074-3.847]\'','\'(3.847-inf)\''}
@attribute x21 {'\'(-inf--2.909]\'','\'(-2.909--2.178]\'','\'(-2.178--1.447]\'','\'(-1.447--0.716]\'','\'(-0.716-0.015]\'','\'(0.015-0.746]\'','\'(0.746-1.477]\'','\'(1.477-2.208]\'','\'(2.208-2.939]\'','\'(2.939-inf)\''}
@attribute x22 {'\'(-inf--2.554]\'','\'(-2.554--1.858]\'','\'(-1.858--1.162]\'','\'(-1.162--0.466]\'','\'(-0.466-0.23]\'','\'(0.23-0.926]\'','\'(0.926-1.622]\'','\'(1.622-2.318]\'','\'(2.318-3.014]\'','\'(3.014-inf)\''}
@attribute x23 {'\'(-inf--2.675]\'','\'(-2.675--2.01]\'','\'(-2.01--1.345]\'','\'(-1.345--0.68]\'','\'(-0.68--0.015]\'','\'(-0.015-0.65]\'','\'(0.65-1.315]\'','\'(1.315-1.98]\'','\'(1.98-2.645]\'','\'(2.645-inf)\''}
@attribute x24 {'\'(-inf--2.898]\'','\'(-2.898--2.206]\'','\'(-2.206--1.514]\'','\'(-1.514--0.822]\'','\'(-0.822--0.13]\'','\'(-0.13-0.562]\'','\'(0.562-1.254]\'','\'(1.254-1.946]\'','\'(1.946-2.638]\'','\'(2.638-inf)\''}
@attribute x25 {'\'(-inf--3.036]\'','\'(-3.036--2.342]\'','\'(-2.342--1.648]\'','\'(-1.648--0.954]\'','\'(-0.954--0.26]\'','\'(-0.26-0.434]\'','\'(0.434-1.128]\'','\'(1.128-1.822]\'','\'(1.822-2.516]\'','\'(2.516-inf)\''}
@attribute x26 {'\'(-inf--2.435]\'','\'(-2.435--1.73]\'','\'(-1.73--1.025]\'','\'(-1.025--0.32]\'','\'(-0.32-0.385]\'','\'(0.385-1.09]\'','\'(1.09-1.795]\'','\'(1.795-2.5]\'','\'(2.5-3.205]\'','\'(3.205-inf)\''}
@attribute x27 {'\'(-inf--2.468]\'','\'(-2.468--1.766]\'','\'(-1.766--1.064]\'','\'(-1.064--0.362]\'','\'(-0.362-0.34]\'','\'(0.34-1.042]\'','\'(1.042-1.744]\'','\'(1.744-2.446]\'','\'(2.446-3.148]\'','\'(3.148-inf)\''}
@attribute x28 {'\'(-inf--2.647]\'','\'(-2.647--1.964]\'','\'(-1.964--1.281]\'','\'(-1.281--0.598]\'','\'(-0.598-0.085]\'','\'(0.085-0.768]\'','\'(0.768-1.451]\'','\'(1.451-2.134]\'','\'(2.134-2.817]\'','\'(2.817-inf)\''}
@attribute x29 {'\'(-inf--2.465]\'','\'(-2.465--1.81]\'','\'(-1.81--1.155]\'','\'(-1.155--0.5]\'','\'(-0.5-0.155]\'','\'(0.155-0.81]\'','\'(0.81-1.465]\'','\'(1.465-2.12]\'','\'(2.12-2.775]\'','\'(2.775-inf)\''}
@attribute x30 {'\'(-inf--2.686]\'','\'(-2.686--2.002]\'','\'(-2.002--1.318]\'','\'(-1.318--0.634]\'','\'(-0.634-0.05]\'','\'(0.05-0.734]\'','\'(0.734-1.418]\'','\'(1.418-2.102]\'','\'(2.102-2.786]\'','\'(2.786-inf)\''}
@attribute x31 {'\'(-inf--2.81]\'','\'(-2.81--2.08]\'','\'(-2.08--1.35]\'','\'(-1.35--0.62]\'','\'(-0.62-0.11]\'','\'(0.11-0.84]\'','\'(0.84-1.57]\'','\'(1.57-2.3]\'','\'(2.3-3.03]\'','\'(3.03-inf)\''}
@attribute x32 {'\'(-inf--2.75]\'','\'(-2.75--2.09]\'','\'(-2.09--1.43]\'','\'(-1.43--0.77]\'','\'(-0.77--0.11]\'','\'(-0.11-0.55]\'','\'(0.55-1.21]\'','\'(1.21-1.87]\'','\'(1.87-2.53]\'','\'(2.53-inf)\''}
@attribute x33 {'\'(-inf--2.758]\'','\'(-2.758--2.076]\'','\'(-2.076--1.394]\'','\'(-1.394--0.712]\'','\'(-0.712--0.03]\'','\'(-0.03-0.652]\'','\'(0.652-1.334]\'','\'(1.334-2.016]\'','\'(2.016-2.698]\'','\'(2.698-inf)\''}
@attribute x34 {'\'(-inf--2.953]\'','\'(-2.953--2.176]\'','\'(-2.176--1.399]\'','\'(-1.399--0.622]\'','\'(-0.622-0.155]\'','\'(0.155-0.932]\'','\'(0.932-1.709]\'','\'(1.709-2.486]\'','\'(2.486-3.263]\'','\'(3.263-inf)\''}
@attribute x35 {'\'(-inf--2.818]\'','\'(-2.818--2.146]\'','\'(-2.146--1.474]\'','\'(-1.474--0.802]\'','\'(-0.802--0.13]\'','\'(-0.13-0.542]\'','\'(0.542-1.214]\'','\'(1.214-1.886]\'','\'(1.886-2.558]\'','\'(2.558-inf)\''}
@attribute x36 {'\'(-inf--2.826]\'','\'(-2.826--2.142]\'','\'(-2.142--1.458]\'','\'(-1.458--0.774]\'','\'(-0.774--0.09]\'','\'(-0.09-0.594]\'','\'(0.594-1.278]\'','\'(1.278-1.962]\'','\'(1.962-2.646]\'','\'(2.646-inf)\''}
@attribute x37 {'\'(-inf--2.692]\'','\'(-2.692--2.024]\'','\'(-2.024--1.356]\'','\'(-1.356--0.688]\'','\'(-0.688--0.02]\'','\'(-0.02-0.648]\'','\'(0.648-1.316]\'','\'(1.316-1.984]\'','\'(1.984-2.652]\'','\'(2.652-inf)\''}
@attribute x38 {'\'(-inf--2.627]\'','\'(-2.627--1.964]\'','\'(-1.964--1.301]\'','\'(-1.301--0.638]\'','\'(-0.638-0.025]\'','\'(0.025-0.688]\'','\'(0.688-1.351]\'','\'(1.351-2.014]\'','\'(2.014-2.677]\'','\'(2.677-inf)\''}
@attribute x39 {'\'(-inf--2.826]\'','\'(-2.826--2.142]\'','\'(-2.142--1.458]\'','\'(-1.458--0.774]\'','\'(-0.774--0.09]\'','\'(-0.09-0.594]\'','\'(0.594-1.278]\'','\'(1.278-1.962]\'','\'(1.962-2.646]\'','\'(2.646-inf)\''}
@attribute x40 {'\'(-inf--3.025]\'','\'(-3.025--2.3]\'','\'(-2.3--1.575]\'','\'(-1.575--0.85]\'','\'(-0.85--0.125]\'','\'(-0.125-0.6]\'','\'(0.6-1.325]\'','\'(1.325-2.05]\'','\'(2.05-2.775]\'','\'(2.775-inf)\''}
@attribute class {0,1,2}

@data
'\'(0.612-1.254]\'','\'(-0.202-0.54]\'','\'(-0.621-0.142]\'','\'(2.054-2.913]\'','\'(-0.123-0.846]\'','\'(0.816-1.83]\'','\'(-0.78-0.315]\'','\'(2.5-3.512]\'','\'(-0.368-0.558]\'','\'(3.07-4.028]\'','\'(3.69-4.596]\'','\'(2.072-3.03]\'','\'(3.142-4.034]\'','\'(3.04-4.196]\'','\'(2.072-3.18]\'','\'(1.402-2.46]\'','\'(-0.91-0.035]\'','\'(0.81-1.698]\'','\'(-0.248-0.595]\'','\'(0.755-1.528]\'','\'(1.477-2.208]\'','\'(-0.466-0.23]\'','\'(-0.68--0.015]\'','\'(-0.822--0.13]\'','\'(0.434-1.128]\'','\'(-1.73--1.025]\'','\'(-0.362-0.34]\'','\'(-0.598-0.085]\'','\'(0.155-0.81]\'','\'(-0.634-0.05]\'','\'(-1.35--0.62]\'','\'(-2.09--1.43]\'','\'(0.652-1.334]\'','\'(0.155-0.932]\'','\'(-0.802--0.13]\'','\'(-0.774--0.09]\'','\'(-0.688--0.02]\'','\'(0.688-1.351]\'','\'(-2.142--1.458]\'','\'(-0.125-0.6]\'',2
'\'(1.254-1.896]\'','\'(-0.202-0.54]\'','\'(1.668-2.431]\'','\'(0.336-1.195]\'','\'(0.846-1.815]\'','\'(-1.212--0.198]\'','\'(-0.78-0.315]\'','\'(2.5-3.512]\'','\'(-inf--1.294]\'','\'(2.112-3.07]\'','\'(1.878-2.784]\'','\'(3.03-3.988]\'','\'(4.926-5.818]\'','\'(1.884-3.04]\'','\'(6.504-7.612]\'','\'(2.46-3.518]\'','\'(3.815-4.76]\'','\'(1.698-2.586]\'','\'(2.281-3.124]\'','\'(2.301-3.074]\'','\'(-2.178--1.447]\'','\'(-0.466-0.23]\'','\'(-2.01--1.345]\'','\'(-0.822--0.13]\'','\'(-0.954--0.26]\'','\'(-0.32-0.385]\'','\'(-1.064--0.362]\'','\'(2.134-2.817]\'','\'(-1.155--0.5]\'','\'(-0.634-0.05]\'','\'(0.84-1.57]\'','\'(-0.11-0.55]\'','\'(-2.758--2.076]\'','\'(-0.622-0.155]\'','\'(-0.802--0.13]\'','\'(-0.09-0.594]\'','\'(-1.356--0.688]\'','\'(1.351-2.014]\'','\'(0.594-1.278]\'','\'(-0.125-0.6]\'',2
'\'(0.612-1.254]\'','\'(-0.944--0.202]\'','\'(0.142-0.905]\'','\'(0.336-1.195]\'','\'(0.846-1.815]\'','\'(1.83-2.844]\'','\'(2.505-3.6]\'','\'(2.5-3.512]\'','\'(3.336-4.262]\'','\'(4.028-4.986]\'','\'(5.502-6.408]\'','\'(3.988-4.946]\'','\'(2.25-3.142]\'','\'(5.352-6.508]\'','\'(0.964-2.072]\'','\'(3.518-4.576]\'','\'(-0.91-0.035]\'','\'(-0.078-0.81]\'','\'(-0.248-0.595]\'','\'(0.755-1.528]\'','\'(-0.716-0.015]\'','\'(-1.162--0.466]\'','\'(-0.68--0.015]\'','\'(-0.13-0.562]\'','\'(1.128-1.822]\'','\'(-0.32-0.385]\'','\'(-1.064--0.362]\'','\'(0.085-0.768]\'','\'(0.155-0.81]\'','\'(-0.634-0.05]\'','\'(-0.62-0.11]\'','\'(-1.43--0.77]\'','\'(-0.712--0.03]\'','\'(-1.399--0.622]\'','\'(-0.13-0.542]\'','\'(-0.09-0.594]\'','\'(1.316-1.984]\'','\'(0.688-1.351]\'','\'(-1.458--0.774]\'','\'(-0.85--0.125]\'',2
'\'(-1.314--0.672]\'','\'(-0.944--0.202]\'','\'(-2.147--1.384]\'','\'(-0.523-0.336]\'','\'(-0.123-0.846]\'','\'(1.83-2.844]\'','\'(1.41-2.505]\'','\'(0.476-1.488]\'','\'(0.558-1.484]\'','\'(1.154-2.112]\'','\'(3.69-4.596]\'','\'(3.03-3.988]\'','\'(2.25-3.142]\'','\'(4.196-5.352]\'','\'(5.396-6.504]\'','\'(3.518-4.576]\'','\'(2.87-3.815]\'','\'(1.698-2.586]\'','\'(1.438-2.281]\'','\'(0.755-1.528]\'','\'(-0.716-0.015]\'','\'(0.23-0.926]\'','\'(-0.015-0.65]\'','\'(-0.13-0.562]\'','\'(-0.954--0.26]\'','\'(-2.435--1.73]\'','\'(-1.064--0.362]\'','\'(1.451-2.134]\'','\'(-1.81--1.155]\'','\'(-0.634-0.05]\'','\'(0.84-1.57]\'','\'(-0.11-0.55]\'','\'(-0.03-0.652]\'','\'(0.932-1.709]\'','\'(0.542-1.214]\'','\'(-0.774--0.09]\'','\'(-inf--2.692]\'','\'(-1.301--0.638]\'','\'(-0.09-0.594]\'','\'(1.325-2.05]\'',2
'\'(-0.672--0.03]\'','\'(-0.944--0.202]\'','\'(1.668-2.431]\'','\'(-0.523-0.336]\'','\'(-2.061--1.092]\'','\'(-1.212--0.198]\'','\'(0.315-1.41]\'','\'(0.476-1.488]\'','\'(1.484-2.41]\'','\'(3.07-4.028]\'','\'(3.69-4.596]\'','\'(3.988-4.946]\'','\'(3.142-4.034]\'','\'(0.728-1.884]\'','\'(3.18-4.288]\'','\'(1.402-2.46]\'','\'(0.035-0.98]\'','\'(-0.966--0.078]\'','\'(0.595-1.438]\'','\'(-0.018-0.755]\'','\'(-1.447--0.716]\'','\'(-1.162--0.466]\'','\'(-0.015-0.65]\'','\'(-0.822--0.13]\'','\'(1.128-1.822]\'','\'(-1.025--0.32]\'','\'(-1.064--0.362]\'','\'(0.768-1.451]\'','\'(0.155-0.81]\'','\'(-0.634-0.05]\'','\'(0.11-0.84]\'','\'(-0.77--0.11]\'','\'(-2.076--1.394]\'','\'(-2.176--1.399]\'','\'(-1.474--0.802]\'','\'(1.962-2.646]\'','\'(-0.688--0.02]\'','\'(-1.964--1.301]\'','\'(0.594-1.278]\'','\'(0.6-1.325]\'',2
'\'(-0.672--0.03]\'','\'(-0.944--0.202]\'','\'(-0.621-0.142]\'','\'(0.336-1.195]\'','\'(-1.092--0.123]\'','\'(-0.198-0.816]\'','\'(1.41-2.505]\'','\'(3.512-4.524]\'','\'(3.336-4.262]\'','\'(4.028-4.986]\'','\'(2.784-3.69]\'','\'(4.946-5.904]\'','\'(2.25-3.142]\'','\'(1.884-3.04]\'','\'(2.072-3.18]\'','\'(3.518-4.576]\'','\'(0.98-1.925]\'','\'(0.81-1.698]\'','\'(1.438-2.281]\'','\'(-0.018-0.755]\'','\'(0.015-0.746]\'','\'(-0.466-0.23]\'','\'(-0.015-0.65]\'','\'(-1.514--0.822]\'','\'(1.128-1.822]\'','\'(-1.025--0.32]\'','\'(-1.766--1.064]\'','\'(-0.598-0.085]\'','\'(0.155-0.81]\'','\'(0.05-0.734]\'','\'(0.11-0.84]\'','\'(-0.77--0.11]\'','\'(-2.758--2.076]\'','\'(0.155-0.932]\'','\'(-1.474--0.802]\'','\'(-0.774--0.09]\'','\'(0.648-1.316]\'','\'(0.688-1.351]\'','\'(-0.09-0.594]\'','\'(-0.85--0.125]\'',2
'\'(-0.03-0.612]\'','\'(-0.944--0.202]\'','\'(0.142-0.905]\'','\'(-0.523-0.336]\'','\'(-1.092--0.123]\'','\'(-1.212--0.198]\'','\'(-0.78-0.315]\'','\'(-0.536-0.476]\'','\'(-0.368-0.558]\'','\'(1.154-2.112]\'','\'(1.878-2.784]\'','\'(2.072-3.03]\'','\'(3.142-4.034]\'','\'(3.04-4.196]\'','\'(6.504-7.612]\'','\'(4.576-5.634]\'','\'(3.815-4.76]\'','\'(2.586-3.474]\'','\'(0.595-1.438]\'','\'(-0.791--0.018]\'','\'(-1.447--0.716]\'','\'(-0.466-0.23]\'','\'(1.315-1.98]\'','\'(-1.514--0.822]\'','\'(1.128-1.822]\'','\'(1.09-1.795]\'','\'(0.34-1.042]\'','\'(0.768-1.451]\'','\'(1.465-2.12]\'','\'(1.418-2.102]\'','\'(0.84-1.57]\'','\'(1.21-1.87]\'','\'(-0.03-0.652]\'','\'(0.155-0.932]\'','\'(-0.13-0.542]\'','\'(0.594-1.278]\'','\'(1.316-1.984]\'','\'(-1.964--1.301]\'','\'(-1.458--0.774]\'','\'(0.6-1.325]\'',2
'\'(-0.672--0.03]\'','\'(-0.202-0.54]\'','\'(-1.384--0.621]\'','\'(-0.523-0.336]\'','\'(-1.092--0.123]\'','\'(-0.198-0.816]\'','\'(-0.78-0.315]\'','\'(0.476-1.488]\'','\'(-0.368-0.558]\'','\'(0.196-1.154]\'','\'(0.972-1.878]\'','\'(2.072-3.03]\'','\'(4.034-4.926]\'','\'(4.196-5.352]\'','\'(5.396-6.504]\'','\'(4.576-5.634]\'','\'(3.815-4.76]\'','\'(2.586-3.474]\'','\'(0.595-1.438]\'','\'(-0.791--0.018]\'','\'(-0.716-0.015]\'','\'(0.926-1.622]\'','\'(-0.68--0.015]\'','\'(-0.822--0.13]\'','\'(-2.342--1.648]\'','\'(-0.32-0.385]\'','\'(1.744-2.446]\'','\'(0.768-1.451]\'','\'(0.81-1.465]\'','\'(-1.318--0.634]\'','\'(-0.62-0.11]\'','\'(-0.11-0.55]\'','\'(-2.076--1.394]\'','\'(0.155-0.932]\'','\'(-0.13-0.542]\'','\'(-0.09-0.594]\'','\'(0.648-1.316]\'','\'(0.688-1.351]\'','\'(-0.09-0.594]\'','\'(-0.125-0.6]\'',2
'\'(-1.314--0.672]\'','\'(-1.686--0.944]\'','\'(0.142-0.905]\'','\'(-2.241--1.382]\'','\'(-0.123-0.846]\'','\'(-1.212--0.198]\'','\'(0.315-1.41]\'','\'(0.476-1.488]\'','\'(2.41-3.336]\'','\'(1.154-2.112]\'','\'(2.784-3.69]\'','\'(3.988-4.946]\'','\'(3.142-4.034]\'','\'(4.196-5.352]\'','\'(4.288-5.396]\'','\'(2.46-3.518]\'','\'(0.035-0.98]\'','\'(-0.078-0.81]\'','\'(-0.248-0.595]\'','\'(0.755-1.528]\'','\'(-2.178--1.447]\'','\'(2.318-3.014]\'','\'(-1.345--0.68]\'','\'(0.562-1.254]\'','\'(-0.26-0.434]\'','\'(-0.32-0.385]\'','\'(0.34-1.042]\'','\'(2.134-2.817]\'','\'(-1.155--0.5]\'','\'(-0.634-0.05]\'','\'(0.11-0.84]\'','\'(0.55-1.21]\'','\'(1.334-2.016]\'','\'(0.932-1.709]\'','\'(1.886-2.558]\'','\'(0.594-1.278]\'','\'(-2.024--1.356]\'','\'(2.014-2.677]\'','\'(0.594-1.278]\'','\'(0.6-1.325]\'',2
'\'(-0.672--0.03]\'','\'(-2.428--1.686]\'','\'(-0.621-0.142]\'','\'(-1.382--0.523]\'','\'(0.846-1.815]\'','\'(-0.198-0.816]\'','\'(-0.78-0.315]\'','\'(2.5-3.512]\'','\'(3.336-4.262]\'','\'(3.07-4.028]\'','\'(5.502-6.408]\'','\'(3.988-4.946]\'','\'(1.358-2.25]\'','\'(4.196-5.352]\'','\'(0.964-2.072]\'','\'(0.344-1.402]\'','\'(1.925-2.87]\'','\'(0.81-1.698]\'','\'(0.595-1.438]\'','\'(-0.018-0.755]\'','\'(-1.447--0.716]\'','\'(0.23-0.926]\'','\'(1.315-1.98]\'','\'(0.562-1.254]\'','\'(-0.954--0.26]\'','\'(-1.025--0.32]\'','\'(0.34-1.042]\'','\'(-1.964--1.281]\'','\'(-0.5-0.155]\'','\'(2.102-2.786]\'','\'(-0.62-0.11]\'','\'(-1.43--0.77]\'','\'(-1.394--0.712]\'','\'(-1.399--0.622]\'','\'(-0.13-0.542]\'','\'(0.594-1.278]\'','\'(-0.688--0.02]\'','\'(0.025-0.688]\'','\'(1.278-1.962]\'','\'(1.325-2.05]\'',2
'\'(0.612-1.254]\'','\'(-1.686--0.944]\'','\'(0.142-0.905]\'','\'(2.054-2.913]\'','\'(-2.061--1.092]\'','\'(0.816-1.83]\'','\'(0.315-1.41]\'','\'(1.488-2.5]\'','\'(3.336-4.262]\'','\'(2.112-3.07]\'','\'(4.596-5.502]\'','\'(3.988-4.946]\'','\'(4.926-5.818]\'','\'(3.04-4.196]\'','\'(2.072-3.18]\'','\'(0.344-1.402]\'','\'(-0.91-0.035]\'','\'(-0.966--0.078]\'','\'(-1.934--1.091]\'','\'(0.755-1.528]\'','\'(0.015-0.746]\'','\'(-0.466-0.23]\'','\'(2.645-inf)\'','\'(1.254-1.946]\'','\'(0.434-1.128]\'','\'(-1.73--1.025]\'','\'(-0.362-0.34]\'','\'(0.085-0.768]\'','\'(-0.5-0.155]\'','\'(-1.318--0.634]\'','\'(-0.62-0.11]\'','\'(-0.77--0.11]\'','\'(0.652-1.334]\'','\'(-1.399--0.622]\'','\'(-0.13-0.542]\'','\'(1.278-1.962]\'','\'(-2.024--1.356]\'','\'(-1.964--1.301]\'','\'(-1.458--0.774]\'','\'(-0.125-0.6]\'',2
'\'(-0.03-0.612]\'','\'(-0.202-0.54]\'','\'(-inf--2.147]\'','\'(-0.523-0.336]\'','\'(-0.123-0.846]\'','\'(-0.198-0.816]\'','\'(1.41-2.505]\'','\'(0.476-1.488]\'','\'(-0.368-0.558]\'','\'(2.112-3.07]\'','\'(2.784-3.69]\'','\'(2.072-3.03]\'','\'(4.034-4.926]\'','\'(3.04-4.196]\'','\'(5.396-6.504]\'','\'(4.576-5.634]\'','\'(3.815-4.76]\'','\'(1.698-2.586]\'','\'(-0.248-0.595]\'','\'(0.755-1.528]\'','\'(-2.909--2.178]\'','\'(-0.466-0.23]\'','\'(1.315-1.98]\'','\'(1.254-1.946]\'','\'(-1.648--0.954]\'','\'(1.09-1.795]\'','\'(-1.064--0.362]\'','\'(0.085-0.768]\'','\'(-0.5-0.155]\'','\'(0.05-0.734]\'','\'(-0.62-0.11]\'','\'(-0.11-0.55]\'','\'(-0.03-0.652]\'','\'(0.932-1.709]\'','\'(-1.474--0.802]\'','\'(0.594-1.278]\'','\'(1.316-1.984]\'','\'(-0.638-0.025]\'','\'(0.594-1.278]\'','\'(-0.125-0.6]\'',2
'\'(0.612-1.254]\'','\'(0.54-1.282]\'','\'(0.905-1.668]\'','\'(0.336-1.195]\'','\'(-2.061--1.092]\'','\'(0.816-1.83]\'','\'(2.505-3.6]\'','\'(2.5-3.512]\'','\'(1.484-2.41]\'','\'(3.07-4.028]\'','\'(4.596-5.502]\'','\'(3.988-4.946]\'','\'(3.142-4.034]\'','\'(3.04-4.196]\'','\'(3.18-4.288]\'','\'(1.402-2.46]\'','\'(1.925-2.87]\'','\'(-0.966--0.078]\'','\'(-0.248-0.595]\'','\'(-0.791--0.018]\'','\'(-2.178--1.447]\'','\'(0.23-0.926]\'','\'(-0.68--0.015]\'','\'(-0.822--0.13]\'','\'(-0.26-0.434]\'','\'(1.09-1.795]\'','\'(-0.362-0.34]\'','\'(0.768-1.451]\'','\'(0.81-1.465]\'','\'(-0.634-0.05]\'','\'(-2.81--2.08]\'','\'(0.55-1.21]\'','\'(-2.076--1.394]\'','\'(-0.622-0.155]\'','\'(-0.13-0.542]\'','\'(-0.09-0.594]\'','\'(-2.024--1.356]\'','\'(0.025-0.688]\'','\'(-0.774--0.09]\'','\'(2.05-2.775]\'',2
